DistrictId,Program,Fte,FiscalYear,CalculationPeriod,SourceFile,SourceUrl,FteType
21,254,39.77,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
22,254,5.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
23,254,21.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
24,254,12.03,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
25,254,17.5,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
26,254,7.06,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
27,254,106.48,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
28,254,30.08,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
29,254,1170.48,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
30,254,5.37,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
31,254,107.9,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
32,254,75.15,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
33,254,0.5,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
34,254,2.5,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
35,254,403.96,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
36,254,379.35,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
37,254,317.76,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
38,254,22.64,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
39,254,47.58,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
40,254,7.38,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
41,254,248.89,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
42,254,183.06,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
43,254,180.61,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
44,254,45.27,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
45,254,39.42,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
46,254,190.39,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
47,254,5.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
48,254,2597.71,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
49,254,390.18,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
50,254,980.2,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
51,254,716.64,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
52,254,859.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
53,254,339.04,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
54,254,23.68,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
55,254,199.15,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
56,254,90.15,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
57,254,240.53,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
58,254,523.21,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
59,254,365.65,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
60,254,24.14,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
61,254,3.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
62,254,5.21,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
63,254,8.09,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
64,254,695.53,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
65,254,13.97,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
66,254,2.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
67,254,24.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
68,254,0.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
69,254,0.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
70,254,0.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
71,254,5.36,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
72,254,0.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
73,254,0.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
74,254,0.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
75,254,0.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
99,254,18897.76,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
1,255,11.55,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
2,255,1.65,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
3,255,62.4,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
4,255,1.57,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
5,255,112.41,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
6,255,372.23,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
7,255,1.68,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
8,255,5.94,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
9,255,4.18,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
10,255,35.39,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
11,255,118.45,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
12,255,3.74,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
13,255,275.24,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
14,255,2.74,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
15,255,3.26,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
16,255,230.76,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
17,255,159.52,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
18,255,4.8,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
19,255,3.09,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
20,255,7.28,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
21,255,3.38,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
22,255,1.04,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
23,255,6.64,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
24,255,4.92,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
25,255,2.16,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
26,255,3.03,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
27,255,23.62,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
28,255,15.83,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
29,255,217.13,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
30,255,0.5,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
31,255,30.67,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
32,255,8.68,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
33,255,0.16,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
34,255,0.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
35,255,40.37,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
36,255,46.09,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
37,255,63.99,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
38,255,5.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
39,255,3.16,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
40,255,0.06,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
41,255,32.78,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
42,255,20.07,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
43,255,47.22,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
44,255,1.74,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
45,255,9.39,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
46,255,64.96,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
47,255,2.19,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
48,255,420.88,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
49,255,73.63,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
50,255,321.25,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
51,255,203.92,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
52,255,144.62,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
53,255,204.92,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
54,255,3.18,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
55,255,52.67,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
56,255,24.85,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
57,255,34.55,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
58,255,67.37,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
59,255,47.37,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
60,255,5.13,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
61,255,0.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
62,255,2.42,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
63,255,0.5,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
64,255,89.56,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
65,255,6.38,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
66,255,1.42,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
67,255,5.46,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
68,255,0.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
69,255,0.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
70,255,0.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
71,255,1.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
72,255,0.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
73,255,0.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
74,255,0.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
75,255,0.0,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
99,255,3783.74,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
1,300,438.53,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
2,300,285.19,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
3,300,591.21,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
4,300,82.37,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
5,300,1420.55,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
6,300,6171.7,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
7,300,66.46,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
8,300,543.14,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
9,300,450.23,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
10,300,1043.42,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
11,300,709.58,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
12,300,350.19,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
13,300,7767.31,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
14,300,106.58,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
15,300,67.31,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
16,300,1871.18,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
17,300,1134.69,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
18,300,405.09,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
19,300,22.5,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
20,300,117.01,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
21,300,83.32,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
22,300,20.17,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
23,300,43.98,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
24,300,47.15,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
25,300,121.3,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
26,300,222.53,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
27,300,517.1,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
28,300,351.7,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
29,300,5070.14,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
30,300,93.3,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
31,300,437.61,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
32,300,244.04,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
33,300,14.14,2014-15,Final Calculation,2014-15FinalFTE.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2014-15FinalFTE.xls,Unweighted FTE
